experiment,arm,estimator_family,m,n,d,L,T_per_seed,rmse_raw,rmse_clip,rmse_tpm,dRMSE_clip_pct,dRMSE_tpm_pct,ci_clip_lo,ci_clip_hi,ci_tpm_lo,ci_tpm_hi,z_clip,z_tpm,bind_rate,a_std,clip_worse_than_raw
exp2,ideal,ideal,16384,819,1.02,835,,0.005565,0.005565,0.005148,0.0,7.496,,,,,0.0,-17.193,0.0,,False
exp2,ideal,ideal,16384,819,1.1,901,,0.005806,0.005806,0.005808,0.0,-0.023,,,,,0.0,0.787,0.0,,False
exp2,ideal,ideal,16384,1638,1.0,1638,,0.005573,0.004156,0.007157,25.433,-28.418,,,,,-18.147,20.47,0.5173,,False
exp2,ideal,ideal,16384,1638,1.02,1671,,0.005687,0.005685,0.005243,0.04,7.812,,,,,-1.0,-14.345,0.0007,,False
exp2,ideal,ideal,16384,1638,1.1,1802,,0.005537,0.005537,0.005537,0.0,-0.002,,,,,0.0,0.051,0.0,,False
exp2,ideal,ideal,16384,4096,1.0,4096,,0.005895,0.004098,0.007059,30.495,-19.743,,,,,-17.782,12.18,0.518,,False
exp2,ideal,ideal,16384,4096,1.02,4178,,0.005603,0.005603,0.005173,0.0,7.664,,,,,0.0,-15.461,0.0,,False
exp2,ideal,ideal,16384,4096,1.1,4506,,0.005918,0.005918,0.005919,0.0,-0.012,,,,,0.0,0.408,0.0,,False
exp2,ideal,ideal,16384,8192,1.0,8192,,0.005896,0.004178,0.00713,29.133,-20.938,,,,,-17.376,13.159,0.5147,,False
exp2,ideal,ideal,16384,8192,1.02,8356,,0.0061,0.0061,0.005637,0.0,7.601,,,,,0.0,-14.477,0.0,,False
exp2,ideal,ideal,16384,8192,1.1,9011,,0.00598,0.00598,0.005979,0.0,0.009,,,,,0.0,-0.312,0.0,,False
exp2,ideal,ideal,16384,16384,1.0,16384,,0.007598,0.005103,0.007484,32.838,1.5,,,,,-26.626,-1.163,0.494,,False
exp2,ideal,ideal,16384,16384,1.02,16712,,0.007606,0.007604,0.006892,0.03,9.391,,,,,-1.091,-20.324,0.002,,False
exp2,ideal,ideal,16384,16384,1.1,18022,,0.007642,0.007642,0.007649,0.0,-0.089,,,,,0.0,4.012,0.0,,False
exp2,ideal,ideal,16384,32768,1.0,32768,,0.006695,0.004241,0.007059,36.656,-5.431,,,,,-17.909,2.88,0.526,,False
exp2,ideal,ideal,16384,32768,1.02,33423,,0.006465,0.006455,0.005838,0.156,9.69,,,,,-1.72,-13.641,0.0027,,False
exp2,ideal,ideal,16384,32768,1.1,36045,,0.006621,0.006621,0.006629,0.0,-0.126,,,,,0.0,4.906,0.0,,False
exp2,ideal,ideal,16384,65536,1.0,65536,,0.007237,0.004447,0.007082,38.556,2.144,,,,,-18.562,-1.114,0.5607,,False
exp2,ideal,ideal,16384,65536,1.02,66847,,0.007096,0.007059,0.006299,0.52,11.227,,,,,-1.728,-13.232,0.0033,,False
exp2,ideal,ideal,16384,65536,1.1,72090,,0.007448,0.007448,0.00746,0.0,-0.158,,,,,0.0,6.981,0.0,,False
exp2,ideal,ideal,16384,131072,1.0,131072,,0.007488,0.005074,0.007523,32.242,-0.458,,,,,-17.338,0.26,0.512,,False
exp2,ideal,ideal,16384,131072,1.02,133693,,0.007607,0.007582,0.00691,0.339,9.167,,,,,-2.75,-13.49,0.006,,False
exp2,ideal,ideal,16384,131072,1.1,144179,,0.007616,0.007616,0.007616,0.0,-0.008,,,,,0.0,0.364,0.0,,False
exp2,ideal,ideal,16384,262144,1.0,262144,,0.008007,0.005587,0.007845,30.227,2.029,,,,,-17.517,-1.219,0.4973,,False
exp2,ideal,ideal,16384,262144,1.02,267387,,0.007883,0.007868,0.007086,0.19,10.114,,,,,-1.578,-14.878,0.0033,,False
exp2,ideal,ideal,16384,262144,1.1,288358,,0.00794,0.00794,0.007943,0.0,-0.033,,,,,0.0,1.559,0.0,,False
exp2,ideal,ideal,16384,524288,1.0,524288,,0.007989,0.005783,0.007986,27.621,0.043,,,,,-17.266,-0.028,0.5047,,False
exp2,ideal,ideal,16384,524288,1.02,534774,,0.008024,0.007953,0.007162,0.881,10.739,,,,,-2.602,-12.835,0.008,,False
exp2,ideal,ideal,16384,524288,1.1,576717,,0.007841,0.007841,0.007843,0.0,-0.029,,,,,0.0,1.313,0.0,,False
exp3,hll_hip,HIP-martingale,1024,2000,1.0,2000,500,0.020802,0.01441,0.019447,30.729,6.515,27.625,33.88,3.365,9.846,-17.004,-3.751,0.502,,False
exp3,hll_hip,HIP-martingale,1024,2000,1.02,2040,500,0.020196,0.01778,0.015407,11.965,23.712,10.286,13.738,21.1,26.395,-11.771,-16.725,0.1653,,False
exp3,hll_hip,HIP-martingale,1024,2000,1.1,2200,500,0.02,0.02,0.019958,0.0,0.21,0.0,0.0,0.1,0.323,0.0,-3.485,0.0,,False
exp3,hll_hip,HIP-martingale,1024,2000,2.0,4000,500,0.019796,0.019796,0.019816,0.0,-0.102,0.0,0.0,-0.199,-0.005,0.0,2.018,0.0,,False
exp3,hll_hip,HIP-martingale,1024,8000,1.0,8000,500,0.023403,0.016057,0.023288,31.389,0.491,28.32,34.694,-2.897,3.942,-17.338,-0.284,0.5007,,False
exp3,hll_hip,HIP-martingale,1024,8000,1.02,8160,500,0.023633,0.019725,0.018111,16.538,23.366,14.38,18.714,20.547,26.157,-12.355,-13.878,0.1913,,False
exp3,hll_hip,HIP-martingale,1024,8000,1.1,8800,500,0.023983,0.023983,0.023582,0.0,1.672,0.0,0.0,1.327,2.078,0.0,-7.377,0.0,,False
exp3,hll_hip,HIP-martingale,1024,8000,2.0,16000,500,0.023568,0.023568,0.023591,0.0,-0.096,0.0,0.0,-0.226,0.033,0.0,1.417,0.0,,False
exp3,hll_hip,HIP-martingale,1024,32000,1.0,32000,500,0.025498,0.01824,0.024275,28.464,4.798,25.523,31.611,1.981,7.666,-16.997,-2.955,0.5093,,False
exp3,hll_hip,HIP-martingale,1024,32000,1.02,32640,500,0.026267,0.021714,0.01995,17.333,24.052,14.955,19.67,21.199,26.912,-12.417,-14.494,0.2127,,False
exp3,hll_hip,HIP-martingale,1024,32000,1.1,35200,500,0.025803,0.025803,0.025397,0.0,1.573,0.0,0.0,1.266,1.89,0.0,-8.246,0.0,,False
exp3,hll_hip,HIP-martingale,1024,32000,2.0,64000,500,0.025446,0.025446,0.02545,0.0,-0.016,0.0,0.0,-0.139,0.1,0.0,0.269,0.0,,False
exp3,cpc,CPC,1024,2000,1.0,2000,500,0.01419,0.009821,0.012951,30.785,8.732,27.614,33.99,5.731,11.887,-17.357,-5.086,0.5013,,False
exp3,cpc,CPC,1024,2000,1.02,2040,500,0.013369,0.012677,0.010629,5.176,20.497,3.793,6.657,18.312,22.73,-6.43,-16.087,0.0613,,False
exp3,cpc,CPC,1024,2000,1.1,2200,500,0.013491,0.013491,0.013493,0.0,-0.02,0.0,0.0,-0.079,0.041,0.0,0.656,0.0,,False
exp3,cpc,CPC,1024,2000,2.0,4000,500,0.013569,0.013569,0.013573,0.0,-0.029,0.0,0.0,-0.083,0.031,0.0,0.926,0.0,,False
exp3,cpc,CPC,1024,8000,1.0,8000,500,0.015625,0.011168,0.015022,28.524,3.858,25.581,31.822,0.744,6.896,-17.047,-2.379,0.5013,,False
exp3,cpc,CPC,1024,8000,1.02,8160,500,0.0155,0.014252,0.011985,8.051,22.675,6.54,9.565,20.297,25.046,-8.784,-16.274,0.1027,,False
exp3,cpc,CPC,1024,8000,1.1,8800,500,0.015573,0.015573,0.015569,0.0,0.025,0.0,0.0,-0.048,0.094,0.0,-0.678,0.0,,False
exp3,cpc,CPC,1024,8000,2.0,16000,500,0.015324,0.015324,0.015335,0.0,-0.072,0.0,0.0,-0.143,0.0,0.0,1.894,0.0,,False
exp3,cpc,CPC,1024,32000,1.0,32000,500,0.017752,0.012723,0.017301,28.327,2.538,25.187,31.733,-0.524,5.493,-17.625,-1.62,0.4927,,False
exp3,cpc,CPC,1024,32000,1.02,32640,500,0.017667,0.015645,0.013175,11.447,25.426,9.568,13.256,22.875,28.148,-10.23,-16.181,0.134,,False
exp3,cpc,CPC,1024,32000,1.1,35200,500,0.017186,0.017186,0.017172,0.0,0.077,0.0,0.0,-0.01,0.159,0.0,-1.73,0.0,,False
exp3,cpc,CPC,1024,32000,2.0,64000,500,0.017551,0.017551,0.017562,0.0,-0.061,0.0,0.0,-0.146,0.027,0.0,1.365,0.0,,False
exp4,xxh64-ints,HLL++,256,2048,1.0,2048,600,0.060204,0.041531,0.058852,31.017,2.247,28.219,33.904,-0.759,5.168,-18.543,-1.408,0.505,0.0,False
exp4,xxh64-ints,HLL++,256,2048,1.005,2058,600,0.059912,0.040877,0.056634,31.772,5.471,28.969,34.701,2.414,8.54,-17.525,-3.161,0.4389,0.085,False
exp4,xxh64-ints,HLL++,256,2048,1.01,2068,600,0.062145,0.041799,0.054994,32.739,11.507,29.591,35.936,8.051,14.807,-15.62,-5.754,0.4222,0.17,False
exp4,xxh64-ints,HLL++,256,2048,1.02,2089,600,0.06127,0.04367,0.0517,28.727,15.62,25.966,31.556,12.656,18.768,-16.41,-8.781,0.3594,0.34,False
exp4,xxh64-ints,HLL++,256,2048,1.03,2109,600,0.060037,0.044801,0.0483,25.378,19.55,22.95,27.701,16.76,22.505,-16.686,-11.774,0.3189,0.509,False
exp4,xxh64-ints,HLL++,256,2048,1.05,2150,600,0.060236,0.048674,0.044385,19.194,26.315,16.867,21.596,23.62,29.116,-12.979,-14.751,0.2089,0.849,False
exp4,xxh64-ints,HLL++,256,2048,1.07,2191,600,0.060137,0.052537,0.044172,12.637,26.548,10.823,14.566,24.066,29.25,-10.747,-16.358,0.1283,1.189,False
exp4,xxh64-ints,HLL++,256,2048,1.1,2253,600,0.062892,0.058134,0.045915,7.565,26.993,5.997,9.144,24.876,29.08,-8.31,-18.111,0.0717,1.698,False
exp4,xxh64-ints,HLL++,256,2048,1.15,2355,600,0.060692,0.0603,0.051029,0.646,15.921,0.239,1.179,14.704,17.102,-2.61,-18.57,0.0106,2.547,False
exp4,xxh64-ints,HLL++,256,2048,1.2,2458,600,0.058886,0.058876,0.054251,0.017,7.87,0.0,0.051,7.187,8.616,-1.057,-14.504,0.0011,3.396,False
exp4,xxh64-ints,HLL++,1024,8192,1.0,8192,600,0.031481,0.023461,0.032102,25.476,-1.972,22.933,28.239,-4.762,0.947,-17.392,1.388,0.4633,0.0,False
exp4,xxh64-ints,HLL++,1024,8192,1.005,8233,600,0.03013,0.022605,0.029409,24.974,2.392,22.225,27.686,-0.617,5.163,-16.66,-1.61,0.4044,0.159,False
exp4,xxh64-ints,HLL++,1024,8192,1.01,8274,600,0.031123,0.023868,0.028158,23.311,9.529,20.908,25.829,7.241,12.112,-17.793,-6.884,0.3456,0.318,False
exp4,xxh64-ints,HLL++,1024,8192,1.02,8356,600,0.031089,0.025517,0.025942,17.922,16.555,15.679,20.114,14.018,19.29,-13.692,-11.044,0.2228,0.635,False
exp4,xxh64-ints,HLL++,1024,8192,1.03,8438,600,0.030213,0.027102,0.024429,10.299,19.147,8.541,12.275,16.734,21.717,-9.466,-13.594,0.1461,0.953,False
exp4,xxh64-ints,HLL++,1024,8192,1.05,8602,600,0.030252,0.029309,0.024865,3.116,17.808,2.123,4.219,15.962,19.781,-5.593,-16.964,0.0378,1.588,False
exp4,xxh64-ints,HLL++,1024,8192,1.07,8765,600,0.031323,0.03108,0.027503,0.774,12.193,0.359,1.254,11.011,13.489,-3.423,-16.655,0.0094,2.223,False
exp4,xxh64-ints,HLL++,1024,8192,1.1,9011,600,0.031322,0.031244,0.029612,0.248,5.459,0.0,0.599,4.721,6.224,-1.499,-11.448,0.0017,3.176,False
exp4,xxh64-ints,HLL++,1024,8192,1.15,9421,600,0.030407,0.030407,0.030175,0.0,0.764,0.0,0.0,0.577,0.969,0.0,-7.022,0.0,4.765,False
exp4,xxh64-ints,HLL++,1024,8192,1.2,9830,600,0.031482,0.031482,0.031426,0.0,0.181,0.0,0.0,0.03,0.324,0.0,-2.362,0.0,6.353,False
exp4,xxh64-ints,HLL++,4096,32768,1.0,32768,600,0.015275,0.011609,0.016184,23.998,-5.954,21.518,26.543,-8.885,-2.992,-17.291,4.399,0.455,0.0,False
exp4,xxh64-ints,HLL++,4096,32768,1.005,32932,600,0.015413,0.011803,0.014168,23.421,8.08,20.939,25.866,5.257,10.835,-16.082,-5.364,0.3233,0.322,False
exp4,xxh64-ints,HLL++,4096,32768,1.01,33096,600,0.015018,0.01301,0.013441,13.373,10.501,11.344,15.409,8.307,12.714,-12.427,-8.274,0.1933,0.644,False
exp4,xxh64-ints,HLL++,4096,32768,1.02,33423,600,0.015681,0.014582,0.012742,7.008,18.745,5.58,8.324,16.714,21.01,-8.759,-15.537,0.0778,1.288,False
exp4,xxh64-ints,HLL++,4096,32768,1.03,33751,600,0.015708,0.015434,0.013417,1.742,14.584,1.031,2.556,13.123,16.137,-4.352,-16.471,0.02,1.932,False
exp4,xxh64-ints,HLL++,4096,32768,1.05,34406,600,0.015379,0.015379,0.014734,0.0,4.196,0.0,0.0,3.707,4.733,0.0,-13.051,0.0,3.219,False
exp4,xxh64-ints,HLL++,4096,32768,1.07,35062,600,0.014822,0.014822,0.014719,0.0,0.696,0.0,0.0,0.553,0.865,0.0,-7.646,0.0,4.507,False
exp4,xxh64-ints,HLL++,4096,32768,1.1,36045,600,0.015529,0.015529,0.01551,0.0,0.119,0.0,0.0,0.045,0.195,0.0,-3.037,0.0,6.438,False
exp4,xxh64-ints,HLL++,4096,32768,1.15,37683,600,0.015172,0.015172,0.015152,0.0,0.132,0.0,0.0,0.054,0.212,0.0,-3.225,0.0,9.658,False
exp4,xxh64-ints,HLL++,4096,32768,1.2,39322,600,0.015532,0.015532,0.015505,0.0,0.17,0.0,0.0,0.093,0.247,0.0,-4.267,0.0,12.877,False
exp4,xxh64-ints,HLL++,16384,131072,1.0,131072,600,0.007549,0.005194,0.007618,31.2,-0.919,28.394,34.077,-4.106,2.089,-18.895,0.584,0.5017,0.0,False
exp4,xxh64-ints,HLL++,16384,131072,1.005,131727,600,0.007648,0.00612,0.0062,19.971,18.935,17.854,22.263,16.229,21.558,-15.158,-12.326,0.2344,0.669,False
exp4,xxh64-ints,HLL++,16384,131072,1.01,132383,600,0.007667,0.007045,0.005902,8.111,23.018,6.714,9.643,20.597,25.358,-9.606,-17.425,0.0889,1.337,False
exp4,xxh64-ints,HLL++,16384,131072,1.02,133693,600,0.007615,0.007586,0.006842,0.388,10.157,0.076,0.903,9.129,11.28,-1.762,-14.623,0.0056,2.675,False
exp4,xxh64-ints,HLL++,16384,131072,1.03,135004,600,0.007578,0.007578,0.007441,0.0,1.805,0.0,0.0,1.552,2.094,0.0,-10.49,0.0,4.012,False
exp4,xxh64-ints,HLL++,16384,131072,1.05,137626,600,0.007649,0.007649,0.007651,0.0,-0.029,0.0,0.0,-0.069,0.011,0.0,1.436,0.0,6.687,False
exp4,xxh64-ints,HLL++,16384,131072,1.07,140247,600,0.007687,0.007687,0.007687,0.0,-0.002,0.0,0.0,-0.041,0.038,0.0,0.079,0.0,9.362,False
exp4,xxh64-ints,HLL++,16384,131072,1.1,144179,600,0.007679,0.007679,0.007679,0.0,-0.008,0.0,0.0,-0.049,0.033,0.0,0.414,0.0,13.374,False
exp4,xxh64-ints,HLL++,16384,131072,1.15,150733,600,0.007607,0.007607,0.007609,0.0,-0.022,0.0,0.0,-0.061,0.016,0.0,1.092,0.0,20.061,False
exp4,xxh64-ints,HLL++,16384,131072,1.2,157286,600,0.007477,0.007477,0.007477,0.0,0.008,0.0,0.0,-0.035,0.046,0.0,-0.388,0.0,26.748,False
exp4,ideal,ideal,256,2048,1.0,2048,600,0.060738,0.042023,0.059317,30.813,2.341,27.748,33.727,-0.864,5.621,-17.021,-1.373,0.4944,0.0,False
exp4,ideal,ideal,256,2048,1.005,2058,600,0.061867,0.043948,0.058693,28.964,5.131,26.24,31.806,2.074,8.017,-17.24,-3.159,0.4428,0.083,False
exp4,ideal,ideal,256,2048,1.01,2068,600,0.061752,0.042305,0.055243,31.492,10.54,28.578,34.584,7.205,13.758,-16.063,-5.592,0.425,0.166,False
exp4,ideal,ideal,256,2048,1.02,2089,600,0.061366,0.043271,0.05137,29.487,16.29,26.743,32.068,13.362,19.316,-17.046,-9.236,0.3689,0.332,False
exp4,ideal,ideal,256,2048,1.03,2109,600,0.0612,0.045802,0.04963,25.16,18.906,22.462,27.838,16.026,21.819,-14.919,-10.541,0.2917,0.498,False
exp4,ideal,ideal,256,2048,1.05,2150,600,0.060924,0.04904,0.045211,19.505,25.791,17.061,21.794,22.9,28.381,-12.863,-14.282,0.1989,0.829,False
exp4,ideal,ideal,256,2048,1.07,2191,600,0.061485,0.053196,0.044192,13.481,28.125,11.518,15.611,25.6,30.591,-10.452,-16.318,0.1361,1.161,False
exp4,ideal,ideal,256,2048,1.1,2253,600,0.060264,0.057125,0.045063,5.209,25.224,3.907,6.497,23.332,27.297,-6.87,-18.842,0.055,1.659,False
exp4,ideal,ideal,256,2048,1.15,2355,600,0.060952,0.060309,0.05149,1.055,15.524,0.444,1.741,14.202,16.841,-2.997,-16.692,0.0111,2.488,False
exp4,ideal,ideal,256,2048,1.2,2458,600,0.060282,0.060144,0.0555,0.228,7.933,0.0,0.691,7.162,8.808,-1.027,-13.713,0.0011,3.318,False
exp4,ideal,ideal,1024,8192,1.0,8192,600,0.031223,0.02084,0.030203,33.256,3.267,30.261,36.275,-0.205,6.554,-17.123,-1.807,0.5061,0.0,False
exp4,ideal,ideal,1024,8192,1.005,8233,600,0.030625,0.022087,0.028921,27.88,5.563,25.085,30.774,2.645,8.533,-17.413,-3.524,0.4172,0.163,False
exp4,ideal,ideal,1024,8192,1.01,8274,600,0.030513,0.022013,0.026582,27.857,12.881,25.344,30.602,9.896,15.789,-17.309,-7.785,0.3644,0.327,False
exp4,ideal,ideal,1024,8192,1.02,8356,600,0.031235,0.024507,0.024674,21.541,21.005,19.062,24.039,18.203,23.713,-14.331,-12.365,0.2394,0.654,False
exp4,ideal,ideal,1024,8192,1.03,8438,600,0.030659,0.02575,0.022344,16.011,27.12,14.043,17.928,24.495,29.862,-12.71,-16.397,0.1783,0.981,False
exp4,ideal,ideal,1024,8192,1.05,8602,600,0.03057,0.029079,0.023879,4.878,21.886,3.496,6.285,19.924,23.981,-6.104,-16.741,0.0506,1.635,False
exp4,ideal,ideal,1024,8192,1.07,8765,600,0.031144,0.030574,0.026177,1.829,15.948,1.066,2.625,14.509,17.395,-4.201,-16.063,0.0172,2.289,False
exp4,ideal,ideal,1024,8192,1.1,9011,600,0.030355,0.030293,0.0284,0.204,6.441,0.016,0.505,5.693,7.239,-1.485,-12.412,0.0022,3.27,False
exp4,ideal,ideal,1024,8192,1.15,9421,600,0.029722,0.029722,0.029556,0.0,0.56,0.0,0.0,0.372,0.758,0.0,-5.11,0.0,4.904,False
exp4,ideal,ideal,1024,8192,1.2,9830,600,0.030584,0.030584,0.030587,0.0,-0.009,0.0,0.0,-0.168,0.153,0.0,0.108,0.0,6.539,False
exp4,ideal,ideal,4096,32768,1.0,32768,600,0.015667,0.011062,0.01568,29.396,-0.083,26.564,32.147,-3.245,2.905,-17.909,0.053,0.4928,0.0,False
exp4,ideal,ideal,4096,32768,1.005,32932,600,0.014956,0.010977,0.013422,26.608,10.257,23.854,29.352,7.466,13.156,-16.431,-6.187,0.3533,0.326,False
exp4,ideal,ideal,4096,32768,1.01,33096,600,0.015263,0.012401,0.012532,18.749,17.892,16.628,20.904,15.252,20.367,-15.096,-12.21,0.2461,0.651,False
exp4,ideal,ideal,4096,32768,1.02,33423,600,0.015273,0.013995,0.011478,8.368,24.843,6.947,9.823,22.461,27.233,-9.887,-18.267,0.1033,1.302,False
exp4,ideal,ideal,4096,32768,1.03,33751,600,0.015293,0.014928,0.012674,2.39,17.124,1.644,3.245,15.48,18.885,-5.107,-16.736,0.0272,1.953,False
exp4,ideal,ideal,4096,32768,1.05,34406,600,0.015358,0.015358,0.014575,0.0,5.102,0.0,0.0,4.489,5.692,0.0,-12.838,0.0,3.256,False
exp4,ideal,ideal,4096,32768,1.07,35062,600,0.014758,0.014758,0.014677,0.0,0.549,0.0,0.0,0.443,0.664,0.0,-8.449,0.0,4.558,False
exp4,ideal,ideal,4096,32768,1.1,36045,600,0.015505,0.015505,0.01551,0.0,-0.033,0.0,0.0,-0.112,0.048,0.0,0.806,0.0,6.512,False
exp4,ideal,ideal,4096,32768,1.15,37683,600,0.015957,0.015957,0.015968,0.0,-0.066,0.0,0.0,-0.144,0.01,0.0,1.68,0.0,9.767,False
exp4,ideal,ideal,4096,32768,1.2,39322,600,0.015357,0.015357,0.015364,0.0,-0.044,0.0,0.0,-0.124,0.034,0.0,1.093,0.0,13.023,False
exp4,ideal,ideal,16384,131072,1.0,131072,600,0.007621,0.005444,0.007794,28.565,-2.261,25.584,31.4,-5.404,0.879,-17.262,1.438,0.4911,0.0,False
exp4,ideal,ideal,16384,131072,1.005,131727,600,0.007475,0.006159,0.00627,17.614,16.132,15.508,19.791,13.538,18.787,-14.296,-11.101,0.2361,0.673,False
exp4,ideal,ideal,16384,131072,1.01,132383,600,0.007646,0.007023,0.005911,8.142,22.689,6.755,9.529,20.539,25.106,-9.868,-17.292,0.0961,1.345,False
exp4,ideal,ideal,16384,131072,1.02,133693,600,0.00771,0.007661,0.006992,0.634,9.318,0.222,1.143,8.259,10.476,-2.538,-14.165,0.0061,2.69,False
exp4,ideal,ideal,16384,131072,1.03,135004,600,0.007478,0.007478,0.007381,0.0,1.3,0.0,0.0,1.125,1.499,0.0,-11.581,0.0,4.035,False
exp4,ideal,ideal,16384,131072,1.05,137626,600,0.007596,0.007596,0.007597,0.0,-0.002,0.0,0.0,-0.041,0.039,0.0,0.119,0.0,6.726,False
exp4,ideal,ideal,16384,131072,1.07,140247,600,0.007473,0.007473,0.007473,0.0,-0.004,0.0,0.0,-0.046,0.035,0.0,0.215,0.0,9.416,False
exp4,ideal,ideal,16384,131072,1.1,144179,600,0.007573,0.007573,0.007575,0.0,-0.031,0.0,0.0,-0.07,0.008,0.0,1.513,0.0,13.452,False
exp4,ideal,ideal,16384,131072,1.15,150733,600,0.007662,0.007662,0.007664,0.0,-0.022,0.0,0.0,-0.059,0.017,0.0,1.073,0.0,20.177,False
exp4,ideal,ideal,16384,131072,1.2,157286,600,0.007434,0.007434,0.007433,0.0,0.011,0.0,0.0,-0.03,0.052,0.0,-0.513,0.0,26.903,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,16384,1.0,16384,300,0.004871,0.003542,0.004933,27.276,-1.269,23.458,31.311,-5.515,2.775,-12.871,0.617,0.4844,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,16384,1.01,16548,300,0.004871,0.004781,0.004178,1.857,14.225,0.867,2.993,12.145,16.351,-3.112,-11.054,0.0189,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,16384,1.02,16712,300,0.004871,0.004871,0.004819,0.0,1.065,0.0,0.0,0.736,1.439,0.0,-5.359,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,16384,1.03,16876,300,0.004871,0.004871,0.00487,0.0,0.026,0.0,0.0,-0.009,0.058,0.0,-1.494,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,16384,1.05,17203,300,0.004871,0.004871,0.00487,0.0,0.016,0.0,0.0,-0.02,0.052,0.0,-0.898,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,16384,1.1,18022,300,0.004871,0.004871,0.00487,0.0,0.016,0.0,0.0,-0.019,0.05,0.0,-0.898,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,16384,1.2,19661,300,0.004871,0.004871,0.00487,0.0,0.016,0.0,0.0,-0.019,0.051,0.0,-0.898,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,65536,1.0,65536,300,0.00547,0.004135,0.005575,24.401,-1.909,20.716,28.335,-5.576,2.129,-12.106,0.971,0.47,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,65536,1.01,66191,300,0.00547,0.005326,0.004667,2.635,14.684,1.33,4.145,12.341,17.203,-3.333,-10.615,0.0267,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,65536,1.02,66847,300,0.00547,0.00547,0.005369,0.0,1.851,0.0,0.0,1.289,2.535,0.0,-5.185,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,65536,1.03,67502,300,0.00547,0.00547,0.005465,0.0,0.101,0.0,0.0,0.052,0.165,0.0,-3.078,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,65536,1.05,68813,300,0.00547,0.00547,0.005468,0.0,0.044,0.0,0.0,0.007,0.079,0.0,-2.404,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,65536,1.1,72090,300,0.00547,0.00547,0.005468,0.0,0.044,0.0,0.0,0.009,0.079,0.0,-2.404,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,65536,1.2,78643,300,0.00547,0.00547,0.005468,0.0,0.044,0.0,0.0,0.007,0.081,0.0,-2.404,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,262144,1.0,262144,300,0.005947,0.004355,0.005707,26.764,4.034,23.359,30.487,0.367,7.508,-14.404,-2.177,0.48,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,262144,1.01,264765,300,0.005947,0.005797,0.004978,2.514,16.298,1.518,3.555,14.082,18.48,-4.487,-13.153,0.0422,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,262144,1.02,267387,300,0.005947,0.005947,0.005831,0.0,1.953,0.0,0.0,1.577,2.345,0.0,-8.265,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,262144,1.03,270008,300,0.005947,0.005947,0.005944,0.0,0.05,0.0,0.0,0.018,0.082,0.0,-2.974,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,262144,1.05,275251,300,0.005947,0.005947,0.005946,0.0,0.015,0.0,0.0,-0.019,0.051,0.0,-0.853,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,262144,1.1,288358,300,0.005947,0.005947,0.005946,0.0,0.015,0.0,0.0,-0.02,0.049,0.0,-0.853,0.0,,False
exp5,pypi_hll,HLL++ (real-world PyPI),16384,262144,1.2,314573,300,0.005947,0.005947,0.005946,0.0,0.015,0.0,0.0,-0.02,0.048,0.0,-0.853,0.0,,False
exp6,ull_fgra,UltraLogLog,1024,2000,1.0,2000,500,0.019204,0.01425,0.018916,25.796,1.497,23.011,28.85,-1.539,4.385,-16.761,-0.993,0.4727,,False
exp6,ull_fgra,UltraLogLog,1024,2000,1.02,2040,500,0.019204,0.01724,0.015077,10.223,21.489,8.5,12.005,19.075,24.016,-9.766,-15.123,0.144,,False
exp6,ull_fgra,UltraLogLog,1024,2000,1.1,2200,500,0.019204,0.019204,0.019171,0.0,0.173,0.0,0.0,0.074,0.266,0.0,-3.412,0.0,,False
exp6,ull_fgra,UltraLogLog,1024,2000,2.0,4000,500,0.019204,0.019204,0.019192,0.0,0.061,0.0,0.0,-0.032,0.148,0.0,-1.321,0.0,,False
exp6,ull_fgra,UltraLogLog,1024,8000,1.0,8000,500,0.022102,0.015583,0.02101,29.494,4.939,26.271,32.73,1.486,8.157,-15.939,-2.787,0.468,,False
exp6,ull_fgra,UltraLogLog,1024,8000,1.02,8160,500,0.022102,0.018618,0.016646,15.76,24.684,13.495,18.047,21.864,27.701,-11.048,-14.102,0.176,,False
exp6,ull_fgra,UltraLogLog,1024,8000,1.1,8800,500,0.022102,0.022102,0.021959,0.0,0.644,0.0,0.0,0.428,0.935,0.0,-4.502,0.0,,False
